Customer_id,CusFirstName,CusLastName,CusMiddleInitial,CusDOB,Gender,SSN_TIN
881,Cristian,Meffan,X,11/24/2003,Male,811-35-3155
882,Atlanta,Buzek,C,3/15/1960,Bigender,204-77-4495
883,Noel,Loynton,G,5/15/1973,Female,168-44-3362
884,Ulrica,Corneliussen,L,3/15/1991,Female,898-49-8213
885,Torre,Ridder,M,9/15/1960,Male,494-40-4657
886,Skippy,Trevethan,Q,5/12/2001,Male,134-34-9213
887,Michele,Duferie,A,11/18/1961,Polygender,402-60-8559
888,Brendan,McArte,N,2/19/2002,Male,413-08-6961
889,Charles,Comfort,N,10/31/1977,Male,114-55-7355
890,Candie,Lisimore,M,2/21/1967,Female,356-60-0047
891,Annelise,Bickerton,D,12/10/1992,Female,773-43-8457
892,Denice,Whicher,Q,8/7/1964,Female,181-28-9878
893,Norene,Brough,W,9/26/1990,Female,147-68-5562
894,Tresa,Harrop,V,2/24/1965,Female,324-24-1720
895,Norrie,Bartke,I,10/22/1989,Female,369-90-3186
896,Dario,Checci,I,8/8/1994,Male,887-36-4694
897,Emmery,Gosalvez,C,11/20/1966,Male,539-17-4133
898,Fremont,Mackie,G,8/29/1979,Male,144-38-1253
899,Colleen,Thorrold,L,6/13/1984,Female,841-35-0143
900,Abbot,Troni,X,2/10/1995,Male,704-85-6608
901,Ximenez,Quidenham,W,11/27/1979,Male,527-47-0469
902,Atlanta,Russ,T,11/9/1982,Non-binary,511-88-6756
903,Ralph,Maywood,U,8/12/1985,Male,741-97-4867
904,Vanny,Chaudhry,P,2/10/1991,Female,560-19-2237
905,Karie,Zukerman,P,8/16/1989,Female,720-71-7911
906,Marybelle,Kennicott,I,11/8/1964,Female,260-62-0002
907,Innis,Fanthome,J,5/3/1965,Male,651-62-5642
908,Pierre,Seamons,A,5/1/2002,Male,365-24-7975
909,Brucie,Espinay,R,10/23/1996,Male,169-89-4958
910,Kiley,Brezlaw,T,5/13/1998,Female,753-50-2863
911,Marinna,Moult,P,10/26/1996,Genderfluid,140-63-8365
912,Phoebe,Echlin,C,8/7/1986,Female,226-53-7412
913,Kain,Ruggles,V,7/11/1981,Male,663-63-8678
914,Andrej,Edie,O,9/2/1965,Male,327-49-7451
915,Mario,Innwood,L,4/13/1987,Male,452-07-2338
916,Charmain,Coverley,G,5/19/1977,Female,790-21-6483
917,Raynard,Willingale,L,12/5/1991,Male,638-77-0211
918,Agnesse,Adne,N,7/26/2003,Female,829-32-2173
919,Dee dee,Mixhel,V,6/5/2000,Female,636-82-5519
920,Sayers,Farnish,M,9/25/1986,Male,591-88-9701
921,Vance,Bladon,Z,2/21/1994,Male,237-17-3888
922,Germaine,Featherstone,Z,1/28/1984,Female,177-32-4548
923,Sophi,Unitt,S,8/29/1969,Genderfluid,336-69-2321
924,Gerrie,Bools,K,6/13/1999,Genderqueer,371-66-2510
925,Arel,Broadfoot,Y,1/21/1964,Polygender,410-48-4697
926,Chere,Klemz,W,6/5/2002,Female,685-48-9152
927,Antonietta,Dodsley,P,8/10/1964,Female,116-10-8005
928,Peggy,Haggeth,R,6/25/1970,Female,219-79-3928
929,Eustace,Cardenas,T,11/13/1999,Non-binary,157-83-3125
930,Dorree,Baguley,G,8/17/1975,Polygender,228-46-6463
931,Brennan,Mully,A,12/17/1967,Male,261-69-5695
932,Joane,Hopfner,B,9/7/1986,Female,504-41-2094
933,Leese,Zaniolo,R,1/25/1960,Female,670-14-9094
934,Gene,Baddoe,I,6/28/1973,Male,554-36-6055
935,Elle,Chevalier,W,8/13/1964,Female,214-51-3479
936,Jacquie,Dipple,P,5/4/1976,Genderfluid,279-74-3081
937,Celene,Sheirlaw,N,1/9/2001,Female,448-60-9747
938,Elga,Babst,Q,7/22/1975,Female,813-36-9061
939,Calhoun,Beakes,K,9/30/1990,Male,218-96-3017
940,Guido,Everleigh,E,11/16/1961,Male,711-30-2170
941,Gigi,Mandell,D,4/2/1997,Female,748-79-0924
942,Viv,Deniset,F,3/25/1995,Female,201-18-3300
943,Bertha,Colston,R,10/13/1964,Bigender,728-35-0688
944,Tybalt,Lahrs,V,1/15/1992,Genderqueer,805-27-9169
945,Simona,Trawin,F,12/14/1960,Female,379-46-3512
946,Toiboid,Ludvigsen,H,5/20/1978,Male,213-91-6808
947,Alan,Kierans,E,1/29/1989,Agender,454-74-5491
948,Dorice,Greener,H,8/2/1972,Non-binary,437-22-3031
949,Dotty,Fenby,E,2/27/1997,Polygender,485-63-3880
950,Rodrigo,Moult,G,2/29/1960,Male,214-51-5463
951,Therine,Golde,Z,6/13/1992,Female,449-86-4345
952,Orren,Impson,A,5/31/1986,Male,683-39-7511
953,Nero,Gallant,G,4/4/1996,Male,863-39-8991
954,Yale,Oager,Z,9/8/1980,Male,556-47-2656
955,Bab,Kahan,N,9/28/1975,Female,744-01-8456
956,Wyatt,Halley,L,4/24/2000,Male,683-08-5265
957,Nata,Chaudhry,M,5/5/1977,Female,662-74-6579
958,Inga,Barrowcliff,R,3/16/1968,Female,812-40-4016
959,Wylma,Pennycuick,G,12/2/2003,Female,776-10-3296
960,Elvyn,Shirley,F,10/27/1977,Male,775-15-9941
961,Sammy,Burnyeat,G,5/7/1983,Male,604-73-5659
962,Farly,Baszniak,C,8/17/1962,Male,285-18-6398
963,Caitlin,Sherwill,J,12/18/1969,Female,286-94-1828
964,Wilfred,Smalcombe,I,4/5/1978,Male,457-82-1908
965,Mellie,Jacklings,J,6/16/1981,Female,421-61-2002
966,Danita,Skipperbottom,H,4/14/1971,Female,191-85-5817
967,Lucias,Godilington,G,6/1/1998,Male,189-71-9934
968,Reilly,Sketcher,L,4/10/1964,Male,242-64-1969
969,Nev,Calliss,A,12/23/1968,Male,251-85-4038
970,Rubina,Malec,O,2/28/2004,Female,373-42-2384
971,Idell,Greetham,E,10/28/1978,Female,368-41-7772
972,Sawyer,Kingzeth,S,5/7/2003,Male,701-25-4660
973,Roy,Dockerty,J,3/11/1962,Male,273-05-4383
974,Bone,Treagust,P,1/6/1975,Male,118-07-0870
975,Hubert,Kunzelmann,P,4/16/2004,Male,627-78-8831
976,Locke,Whoston,D,7/6/1967,Male,269-03-3969
977,Fredi,Mewes,N,2/11/1982,Female,856-42-6552
978,Drake,Metrick,A,3/23/1972,Male,396-23-9849
979,Jeralee,Wasiela,Y,2/26/1977,Female,778-10-0735
980,Scarlett,Degoy,Q,7/4/1975,Female,376-82-2030
981,Jerrylee,Cooksey,X,5/13/1960,Female,163-85-2921
982,Marcelle,Cartan,N,9/16/1997,Female,550-10-8576
983,Katalin,Strowthers,G,9/2/2004,Genderqueer,273-51-2019
984,Ginnifer,Jedrzejkiewicz,A,10/22/1994,Female,525-85-9893
985,Shermie,Etteridge,A,3/11/1991,Male,503-85-1995
986,Roseline,Chittock,Q,3/17/1978,Female,533-58-4540
987,Fred,Steabler,L,2/3/1993,Male,525-48-9052
988,Rocky,Allardyce,M,12/3/1991,Male,811-54-8940
989,Dilly,Deshon,T,5/24/1969,Male,373-37-0014
990,Orlan,Skyrm,P,6/8/1981,Male,225-07-5868
991,Nealson,Ibbotson,Z,10/10/2002,Male,682-73-8466
992,Beltran,Shervington,E,6/7/1986,Male,831-17-1652
993,Hammad,Bertlin,B,10/31/1994,Male,497-82-6354
994,Tim,Risebarer,W,8/20/1987,Male,564-29-3336
995,Barby,Rowan,E,12/22/1973,Female,469-33-3083
996,Hadleigh,Fearne,Y,1/6/1998,Male,480-07-2207
997,Madelon,Coalburn,M,3/23/1992,Non-binary,220-09-9352
998,Aylmar,Kingsland,R,6/13/1992,Male,620-45-7614
999,Lindy,Warr,F,8/17/1967,Male,118-88-8132
1000,Valdemar,Zambon,M,5/10/1983,Male,154-06-1308
