Associate_id,AssocFirstName,AssocLastName,AssocMiddleInitial,AssocSuffix,AssocDOB,TenureDate
885,Sandi,Gregan,X,IV,4/30/1962,7/18/2000
886,Lanna,Parkinson,D,III,8/12/1963,2/10/2002
887,Walt,Choules,R,Sr,6/25/1976,12/20/2004
888,Olivette,Willatts,H,III,2/7/1960,11/29/2003
889,Anna-diane,Duprey,A,II,2/20/1966,9/20/2001
890,Timofei,Fulop,U,Jr,8/27/1969,7/15/2004
891,Iago,Patnelli,C,Sr,1/10/1976,3/7/2004
892,Seamus,Thridgould,W,IV,3/18/1975,3/20/2004
893,Dianna,Efford,X,III,4/20/1972,2/22/2004
894,Kurtis,Dibnah,X,II,2/19/1961,12/3/2001
895,Rudie,Heister,M,Jr,5/10/1960,10/27/2004
896,Fergus,Bendik,N,Sr,9/11/1966,6/23/2000
897,Andres,Foucher,W,Sr,6/24/1960,5/15/2003
898,Birk,Busst,J,III,12/19/1976,2/4/2003
899,Nev,Bontein,P,II,10/26/1964,4/7/2001
900,Phylys,Bletsoe,E,III,12/13/1963,1/15/2004
901,Deeann,Ambrogiotti,Q,Sr,10/7/1966,8/5/2000
902,Dannye,Swaddle,X,Jr,10/22/1965,4/12/2002
903,Shurlocke,Barsam,A,II,2/5/1976,2/27/2001
904,Odell,Roser,Z,IV,8/8/1966,11/26/2003
905,Maegan,Shevelin,N,Jr,7/30/1968,4/28/2003
906,John,Castagneri,Y,III,3/8/1974,8/13/2004
907,Evita,Blaszczak,H,Sr,2/19/1966,6/20/2003
908,Gardiner,Studdert,I,IV,5/21/1970,9/20/2000
909,Gerald,Mulvey,Y,III,10/13/1972,4/23/2003
910,Twyla,Ladlow,U,III,8/11/1979,2/10/2003
911,Merwyn,Brookzie,L,IV,10/14/1969,7/19/2002
912,Merv,Shaylor,G,III,7/13/1968,3/27/2000
913,Vitia,Royse,D,IV,3/11/1978,6/3/2000
914,Morten,MacDermott,O,Jr,6/2/1963,2/1/2001
915,Kerianne,Scamadine,U,Sr,3/6/1976,3/16/2003
916,Dareen,Harlow,E,Sr,9/24/1968,3/13/2004
917,Hilarius,Tod,J,Jr,4/25/1967,10/26/2000
918,Zebadiah,Tales,S,II,8/21/1961,10/17/2000
919,Gennifer,Rozzell,Y,Sr,10/2/1967,12/6/2000
920,Kinnie,Dyer,P,Jr,8/18/1962,11/16/2003
921,Bobbette,von Grollmann,K,III,4/6/1964,10/30/2001
922,Livvyy,Scanlon,B,Sr,8/4/1965,1/22/2004
923,Alasdair,Mangenot,I,III,8/15/1973,2/14/2003
924,Michaeline,Bilbie,Z,III,7/22/1963,3/8/2001
925,Diandra,Baron,Q,II,2/9/1967,9/2/2003
926,Cecilio,Mc Mechan,J,Sr,5/6/1963,8/9/2003
927,Rooney,Girardy,N,IV,5/28/1964,11/11/2003
928,Marty,Livoir,V,III,6/6/1965,11/20/2003
929,Ki,Este,A,II,7/7/1976,6/2/2000
930,Doralyn,Wishkar,P,III,3/12/1977,3/26/2001
931,Claudine,Solon,C,Sr,2/14/1965,11/28/2000
932,Grayce,Coster,V,Sr,5/24/1978,10/24/2000
933,Araldo,Postlethwaite,T,IV,7/12/1969,9/2/2000
934,Fran,Brimmicombe,O,II,3/19/1979,8/12/2002
935,Damita,Bento,K,III,8/12/1971,7/21/2000
936,Mair,Labroue,B,III,8/9/1973,7/11/2002
937,Lyell,Emeny,M,II,8/5/1973,2/24/2004
938,Jeffie,Peever,O,III,1/28/1960,9/26/2003
939,Mauricio,Dring,K,III,6/16/1964,5/26/2002
940,Michael,Eliasen,O,III,7/10/1976,5/30/2003
941,Hamish,Pichmann,Y,Jr,12/5/1978,1/22/2004
942,Sheelagh,Palphreyman,K,Jr,10/10/1978,7/24/2004
943,Starlene,Spry,C,II,6/8/1964,4/25/2002
944,Rachel,Merill,Q,III,9/4/1975,1/25/2003
945,Bea,Ahmed,N,Jr,2/11/1960,12/5/2004
946,Enrika,Merton,R,IV,9/13/1966,2/13/2003
947,Elane,Marvin,P,III,6/15/1973,7/31/2001
948,Gilbert,Shellsheere,T,II,5/12/1969,8/21/2002
949,Babbette,Taig,N,II,6/2/1978,9/9/2001
950,Silva,Mussetti,G,Sr,1/22/1979,9/11/2000
951,Hilton,Flawith,Q,III,4/21/1966,11/26/2004
952,Veradis,Barritt,Z,Sr,8/12/1966,10/26/2004
953,Chevalier,Comar,J,Sr,2/3/1976,9/17/2001
954,Theadora,Girton,W,IV,8/9/1960,6/13/2004
955,Carny,Brea,W,IV,4/30/1973,11/29/2003
956,Ole,Siaskowski,G,II,2/25/1970,3/17/2002
957,Thorn,Beekman,W,II,3/4/1979,7/20/2002
958,Linda,Yewdall,P,II,2/24/1968,7/23/2004
959,Kenton,Libreros,H,III,2/17/1979,6/8/2000
960,Carce,Fasham,R,Jr,12/6/1967,11/28/2003
961,Chrissy,Stower,J,Sr,2/21/1963,3/9/2000
962,Broderick,Spaxman,Y,IV,10/19/1960,9/25/2003
963,Zacharie,Kerswill,U,IV,4/10/1974,6/3/2002
964,Case,Rawnsley,H,III,10/5/1970,9/18/2003
965,Renata,Bartaloni,N,IV,1/18/1978,9/30/2002
966,Ephrayim,Arens,P,IV,5/18/1977,3/6/2001
967,Darby,Orwin,S,Sr,4/2/1964,2/16/2001
968,Brook,Mulmuray,M,IV,2/18/1972,10/18/2001
969,Daniele,Shaughnessy,F,Jr,7/11/1976,5/20/2002
970,Marchall,Muckleston,E,Jr,2/14/1966,4/3/2001
971,Germaine,Riddoch,Y,II,5/9/1970,10/20/2000
972,Horacio,Fewkes,X,Sr,4/17/1961,8/17/2002
973,Mar,Gutridge,Q,Jr,5/16/1971,10/15/2002
974,Brynn,Penwell,I,Sr,11/7/1973,8/5/2003
975,Jozef,Wishkar,U,Sr,8/9/1975,3/29/2004
976,Alis,Troake,Z,III,1/25/1966,9/6/2002
977,Holden,Wanstall,Y,IV,11/23/1968,1/20/2001
978,Constantina,Kidds,J,IV,11/3/1965,8/29/2000
979,Nady,Doumic,I,IV,2/18/1978,5/11/2002
980,Wallas,Pawelek,M,Jr,3/10/1960,8/31/2003
981,Francene,Gasson,K,III,5/8/1967,7/7/2004
982,Haskell,Moye,T,II,2/28/1969,10/29/2001
983,Athena,Lodeke,W,Sr,1/27/1961,5/4/2000
984,Zora,Wedge,T,II,1/15/1975,9/1/2002
985,Augustin,Whyte,F,III,10/27/1978,4/17/2002
986,Kimberlee,Whitman,O,II,9/23/1962,12/6/2003
987,Daile,Keady,B,IV,10/12/1968,1/8/2001
988,Sergeant,Collen,A,Jr,9/10/1972,4/28/2002
989,Romola,Leebeter,X,Sr,10/10/1972,2/21/2002
990,Shelley,Cruces,G,II,8/26/1977,2/2/2004
991,Sybila,Mulbry,V,IV,12/13/1962,5/15/2000
992,Rozanne,Fobidge,U,Jr,5/7/1968,10/2/2003
993,Domenico,Braun,Y,Jr,10/2/1972,7/1/2004
994,Collin,Ghest,X,Jr,6/17/1966,7/21/2000
995,Kalle,Corroyer,O,III,2/22/1978,8/31/2000
996,Hynda,Beedle,T,III,5/18/1960,3/5/2000
997,Dannie,Hedden,P,Sr,4/15/1971,4/9/2001
998,Angelle,Bramford,C,Jr,8/3/1970,10/13/2003
999,Elnar,Scottrell,X,IV,4/11/1960,11/24/2000
1000,Edi,Gribble,D,Sr,5/29/1972,5/20/2003
